address_1,address_2,label
"Rua José Afonso, 3, São Luís, 7630-469","Rua Joaquim Inácio da Silva, São Luís, 7630-468",0
"Rua da Guiné, 5, Campo Maior, 7370-023","r guiné d, 5, Campo Maior",1
"Rua do Norte, 7, Mourão, 7240-249","kmnorte do r, 7, Mourão, 7240-249",1
"Vereda Aberta, 14, Câmara de Lobos, 9325-192","Vereda Aberta, 14, Câmara de Lobos",1
"Rua Correia Teles, 56, Lisboa, 1350-102","Rua C, Lisboa, 1749-077",0
"Rua Humberto de Sousa, 46, Montijo, 2870-121","Rua Dom Jorge Mestre de Santiago, 4, Montijo, 2870-310",0
"R Viadores, 1124, Paredes De Viadores, 4630-604","R Viadores, 1124, Paredes De Viadores",1
"EN 109 Km 57,8, Aveiro, 3810-000","EN 109, Aveiro, 3800-042",0
"Rua da Paz, 3, Almeirim, 2080-080","Rua António Sérgio, 34, Almeirim, 2080-062",0
"Vereda Quinta Carvalhal, 1, Funchal, 9020-302","Vereda Vargem, Funchal, 9000-276",0
"Rua Alexandre Herculano, Lisboa, 1250-270","ra alexandre hercmulano, Lisboa",1
"Praça 5 de Outubro, 6, Ervedal, 7480-288","Rua Nossa Senhora de Fátima, 27, Ervedal, 7480-284",0
"Rua António de Abreu, 5, Lisboa, 1400-016","Rua de Belém, 84-92, Lisboa, 1300-085",0
"Rua do Relógio de Sol, 54, São João da Madeira, 3700-237","ol do relógio de rau, 54, São João da Madeira, 3700-237",1
"Rua Adriano Pinto Basto, 86-92, Vila Nova de Famalicão, 4760-114","Rua Ana Plácido, 129, Vila Nova de Famalicão, 4760-120",0
"Rua 5 de Outubro, 6, Arez, 6050-201","r 5 de otubro, 6, Arez",1
"Caminho da Lagoncha, 4, Murtosa, 3870-137","Caminho da Lagoncha, 4, 3870-137",1
"Rua da Quinta Calaça, 1, São Martinho","Rua da Quinta Calaça, 1, Funchal, 9004-530",0
"Rua dos Pinheiros, 169, Vila Nova de Milfontes, 7645-012","r dos pinheiros, 169, Vila Nova de Milfontes, 7645-012",1
"Rua da Conceição, 32, Lisboa","r da concieção, 32, Lisboa",1
"Rua David Manuel da Fonseca, 19, Rio Maior, 2040-275","Rua David Manuel da Fonseca, 19, 2040-275",1
"Rua da Fonte da Bica, 1, Rio Maior, 2040-091","Rua da Fonte, 5, Rio Maior, 2040-141",0
"Cam Prado, 168, Folhada, 4635-226","Cam Fundo De Vila, 17, Folhada, 4635-197",0
"Vereda Fontanario, 3, Calheta, 9370-059","Vereda Fonte Dos Namorados, 12, Calheta, 9370-258",0
"Estrada Vale de Santa Margarida, Leiria, 2410-591","Jardim Luis de Camões, Leiria, 2400",0
"Praça da Portagem, Almada, 2804-534","Rua Bernardo Francisco da Costa, 6A, Almada, 2800-080",0
"Rua Carvalho Araújo, Amadora, 2720-086","R. Carvalho Araújo, Amadora, 2720-001",0
"Rua Doutor Castelão D'Almeida, Frade de Cima, 2090-217","Rua 1º de Maio, 80, Frade de Cima, 2090-217",0
"Estrada de Magoito, São João das Lampas, 2705-542","estrada demagoito, São João das Lampas",1
"Rua Doutor Júlio Pereira Garrido, 11, Viana do Alentejo, 7090-270","Rua Doutor Julio Pereira Garrido, 24, Viana do Alentejo, 7090-270",0
"Travessa Dom Sancho I, 48, Coimbra, 3030-461","Travessa dos Combatentes da Grande Guerra, 23, Coimbra, 3030-182",0
"Travessa Cachadinha, 5, Câmara de Lobos, 9325-007","Travessa Poço Do Cachadinha, 4, Câmara de Lobos, 9325-088",0
"Rua da Regata, 21, Alpalhão, 6050-024","r ad regata, 21, Alpalhão, 6050-024",1
"Estrada Nacional 114, 28, Foros de Vale de Figueira, 7050-704","Estrada Nacional 114 Beco 4, Foros de Vale de Figueira, 7050-704",0
"Avenida Sacadura Cabral, 65, Aroeira, 2820-567","Avenida Sacadura Cabral, 65, Aroeira",1
"Rua de Brito e Cunha, 248, Matosinhos","Rua 1º de Maio, 68, Matosinhos, 4450-229",0
"Zona Industrial Coca Maravilhas, 10, Portimão, 8500-483","Rua Arco Maravilhas, 36, Portimão, 8500-628",0
"Rua Ribeiro Sanches, 23-A, Lisboa, 1200-786","Rua Ribeiro Sanches, 2B, Coimbra, 3030-387",0
"Entrada N 1 Do Caminho Do Ribeiro Real, 2, Câmara de Lobos, 9300-006","Entrada N 2 Do Caminho Do Ribeiro Real, 1, Câmara de Lobos, 9300-006",0
"Rua Alexandre Herculano, 96, Estremoz, 7100-517","Rua Alexandre Herculano, 96, Estremoz",1
"Rua de Vila Viçosa, 16, Terrugem, 7350-491","Rua de Vila Viçosa, 16, Terrugem",1
"Travessa Jogo Da Bola, 12, Portel, 7220-437","Travessa Jogo Da Bola, 12, 7220-437",1
"Rua António Sérgio, 9, Poceirão, 2965-307","Rua António Sérgio, 9, 2965-307",1
"Estrada do Seixalinho, Montijo, 2870-491","Estrada do Seixalinho, 2870-491",1
"Avenida Doutor Teófilo Carvalho dos Santos, 119, Amadora, 2720-211","Avenida Doutor Teófilo Carvalho dos Santos, 119, Amadora",1
"Rua de Álvares Botelho, 21, Tavira, 8800-319","Rua da Atalaia, 1, Tavira, 8800-378",0
"Rua da ACDM, 5, Murtosa, 3870-271","r da arcdm, 5, Murtosa",1
"Urbanização Quinta de Perogil, 30, Tavira, 8800-217","Urbanização Quinta de Perogil, 30, Tavira",1
"Bairro Palmeira, Câmara de Lobos, 9300-119","Bairro Palmeira, Câmara de Lobos",1
"Rua da Barra, 14, Vila Real, 5000-212","Rua da Barra, 70, Nogueira da Regedoura, 4500-716",0
"Travessa José Joaquim Jara, 2, Tavira, 8800-375","Rua Professor Doutor António José Gonçalves Guimarães, 4, Tavira, 8800-216",0
"Rua do Bom Jesus, 26, Santa Cruz, 9100-169","Rua Bom Jesus, 2, Santa Cruz, 9100-152",0
"Travessa da Praça, 6, Santa Catarina da Fonte do Bispo, 8800-166","Sítio da Torre, C.P. 1190-Z, Santa Catarina da Fonte do Bispo, 8800-167",0
"Bairro do Além, 17, Valpaços, 5445-083","Bairro do Além, 17, 5445-083",1
"Rua de São José, 26, Amareleja, 7885-052","são lde r josé, 26, Amareleja",1
"Rua da Liberdade, 6, Valongo, 7480-392","Rua da Liberdade, 6, 7480-392",1
"Travessa João Carvalho Ruivo, 5, S. João da Ribeira, 2040-460","Rua João Pinheiro, 10, S. João da Ribeira, 2040-460",0
"Rua do Telhal, 6 B, Lisboa, 1150-346","Rua Professor João Barreira, 1/3, Lisboa, 1600-635",0
"Praça Dom Afonso III, 11, Faro, 8000-167","Praça Afonso III, 14, Faro, 8000-167",0
"Avenida dos Banhos, 117, Póvoa de Varzim, 4490-428","Rua dos Cafés, 16, Póvoa de Varzim, 4490-595",0
"R Quinteiros, 42, Sande Mcn, 4625-477","R Agrela, Sande Mcn, 4625-403",0
"Avenida do Brasil, 1, Cascais","Avenida Infante Dom Henrique, 106, Cascais, 2750-167",0
"Rua de Angola, 18, Nisa, 6050-363","Rua Dona Ana Camões Machado, Nisa, 6050-384",0
"Rua Pedra de Arouche, 3, Vila Verde de Ficalho, 7830-480","Rua Pedra Arouche, 14, Vila Verde de Ficalho, 7830-480",0
"Rua da Bica Santa, 42, Cercal do Alentejo, 7555-117","Rua Doutor Francisco Beja da Costa, 5, Cercal do Alentejo, 7555-136",0
"Rua do Cabo, 49, Montalvão, 6050-446","r cabo dgo, 49, Montalvão, 6050-446",1
"Rua Afonso de Albuquerque, 110, Peniche, 2520-269","r afonso de albuquerqe, 110, Peniche",1
"Rua Avelino Ferreira Torres, 76, Soalhães, 4630-617","Rua Avelino Ferreira Torres, 197, Tabuado, 4635-483",0
"Rua Principal, 39, Fiães, 4505-374","Rua Principal, 39, 4505-374",1
"Rua Nossa Senhora dos Remédios, 3, Veiros, 7100-707","Rua Nossa Senhora dos Remédios, 3, 7100-707",1
"Rua General Humberto Delgado, 18, Vila Alva, 7940-388","Rua General Humberto Delgado, 18, Vila Alva",1
"Rua Vitorino Nemésio, LT 2, Ferreira do Alentejo, 7900-679","Rua Dr. António José de Almeida, 41, Ferreira do Alentejo",0
"Rua do Outeiro, 60, Brinches, 7830-135","ru do outeioro, 60, Brinches, 7830-135",1
"Vereda Tanque Pereira, 2, Calheta, 9370-647","Vereda Tanque, 8, Calheta, 9370-060",0
"Rua João Vaz Corte Real, 66, Esmoriz","Rua André Brum, 35, Esmoriz, 3885-406",0
"Estrada da Freichieira, 5, Asseiceira, 2040-481","freicuhieira da ehstrada, 5, Asseiceira",1
"Rua José Falcão, 9, Benavila, 7480-218","Rua Francisco Abreu Callado, 29, Benavila, 7480-216",0
"Rua Cap Armando Pinto Correia, 76, Câmara de Lobos, 9325-023","r cap armando pinto correia, 76, Câmara de Lobos, 9325-023",1
"Rua Francisco Mourato Roma, 17, Castelo de Vide, 7320-147","r rfancisco mourao roma, 17, Castelo de Vide",1
"Rua Miguel Bombarda, 15, Nisa, 6050-304","r mniguel bombarda, 15, Nisa",1
"Caminho Municipal 1329, 92-R, Moncarapacho, 8700-065","Caminho Municipal 1325, 317-Z, Moncarapacho, 8700-065",0
"Rua Vasco Sardinha, 6, Campo Maior, 7370-120","Rua Combatentes da Grande Guerra, 6, Campo Maior, 7370-050",0
"Rua dos Tanquinhos, 13, Cabeço de Vide, 7460-030","Rua de Avis, 27, Cabeço de Vide, 7460-018",0
"Rua Marquês de Pombal, 37, Alcácer do Sal, 7580-166","Rua Joaquim Soeiro Pereira Gomes, Alcácer do Sal, 7580-236",0
"Rua Caridade Pestana, 20, Funchal, 9060-049","pestafna carxidade r, 20, Funchal",1
"Rua Gonçalves Crespo, 79, Rio Tinto, 4435-124","Avenida Doutor Domingues Gonçalves de Sá, Rio Tinto, 4435-213",0
"Rua Dr João Marcelino Pereira, Câmara de Lobos, 9300-331","Rua Dr João Marcelino Pereira, 9300-331",1
"Rua das Águias, 1, Setúbal, 2910-094","águias fdas r, 1, Setúbal",1
"Rua Engenheiro Arantes e Oliveira, 15, Cabanas de Tavira, 8800-591","Rua dos Pescadores, Bloco 1, Cabanas de Tavira, 8800-591",0
"Travessa do Outeiro, 5, Carregueira, 2140-678","Travessa do Outeiro, 5, 2140-678",1
"Rua 4, 19, Ermidas-Sado, 7565-220","Rua 4, 19, Ermidas-Sado",1
"Travessa da Devesa, 6, Angeja","da travessa devesa, 6, Angeja",1
"Travessa da Partilha, 5, Casével, 7780-020","Travessa Partilha, 2, Casével, 7780-020",0
"Rua Vila Correia, 20A, Sines, 7520-244","Rua Francisco Luis Lopes, 39, Sines, 7520",0
"Rua da Paz, 1, São Sebastião da Giesteira, 7000-202","r paz da, 1, São Sebastião da Giesteira, 7000-202",1
"Rua de São Barnabé, 29, Ervedal, 7480-282","Rua Almirante Cândido dos Reis, 8, Ervedal, 7480-289",0
"Rua Capitão Mousinho de Albuquerque, 62;64;66, Estremoz, 7100-519","Rua Capitão Mousinho de Albuquerque, 62;64;66, Estremoz",1
"R Antero Leite Sousa Leal, 233, Vila Boa Do Bispo, 4625-688","R Bouca Do Vale, Vila Boa Do Bispo, 4625-650",0
"Praça de São Gens, 54, Serpa, 7830-479","Rua Eduardo Fernandes de Oliveira, 37, Serpa, 7830-457",0
"Rua da GNR, Samora Correia, 2135-333","Rua da GNR, 23, Pinhel, 6400-477",0
"Rua da Carreira, 41, Alpalhão, 6050-044","Rua da Carreira, 41, Alpalhão",1
"Bairro Doutor Francisco Sá Carneiro, Sousel, 7470-208","Bairro Doutor Francisco Sá Carneiro, Sousel",1
"Estrada do Moinho de Vento, 4;4B, Elvas, 7350-230","Avenida do Dia de Portugal - 10 de Junho de 2013, 39, Elvas, 7350-215",0
"Rua Tapada do Anjinho, 5, Barro Branco, 7150-321","Rua do Comércio, 3, Barro Branco, 7150-321",0
"Rua Padre Pita Ferreira, Câmara de Lobos, 9300-306","Rua Padre Pita Ferreira, Câmara de Lobos",1
"Rua de Moçambique, 53, Ribeirão, 4760-702","Rua Professor Gabriel Costa, 27, Ribeirão, 4760-706",0
"Rua da Aldeia Nova, 15, Rio de Moinhos, 7150-365","r aldeia da ova, 15, Rio de Moinhos",1
"R Montes, 188, Favões, 4625-128","R Monte De Vila, 7, Favões, 4625-117",0
"Estrada Regional 222, 402, Calheta, 9370-225","Estrada Regional 222, 402, 9370-225",1
"Largo da Arroteia, 2, Malaqueijo, 2040-533","Bairro Social da Filigueira, Malaqueijo, 2040-535",0
"Rua Augusto Gil, 17, Bairro dos Canaviais, 7005-306","Rua Augusto Gil, 17, Bairro dos Canaviais",1
"Rua Doutor Mário Braga, 20, Coimbra, 3025-091","Rua do Brasil, 81-85, Coimbra, 3030-175",0
"Rua da Igreja, 6, Santa Luzia, 7670-503","Rua Francisco José Nascimento Bateira, 34, Santa Luzia, 8800-532",0
"Tv Eng Adelino Amaro Da Costa, 25, Alpendurada E Matos, 4575-063","R Eng Adelino Amaro Da Costa, Alpendurada E Matos, 4575-063",0
"Rua Ordem de Santiago, 36, Santiago do Cacém, 7540-223","Rua Ordem de Santiago, 36, 7540-223",1
"Rua da Misericórdia, 17, Portalegre, 7300-141","Rua da Misericórdia, 17, 7300-141",1
"Rua Dr. José Diamantino Lima, Porto Santo, 9400-168","Rua Doutor José Diamantino Lima, 4, Porto Santo, 9400-168",0
"Rua Doutor Luís Teixeira de Macedo e Castro, 36, Setúbal, 2910-586","r doutor luís teixeira de macedo e castro, 36, Setúbal",1
"Rua da Ladeira, 13, Redondo, 7170-025","Rua da Ladeira, 13, Redondo",1
"Vereda Galeao, 7, Funchal, 9020-285","vereda gqaleao, 7, Funchal, 9020-285",1
"Largo Largo Maria de Lurdes Pais Gomes, Lisboa, 1500","Largo do Carmo, 2, Lisboa",0
"Vla Casas, 13, Marco De Canaveses, 4630-241","Vla Fonte Santa Sn, SN, Marco De Canaveses, 4630-389",0
"Caminho Ribeiro Lagar Giesta, 11, Câmara de Lobos, 9300-314","Caminho Lagar Giesta, 7, Câmara de Lobos, 9300-210",0
"Rua 1º Cabo Esmeraldino António Espanhol, 7, Santa Vitória do Ameixial, 7100-406","Rua 1º Cabo Esmeraldino António Espanhol, 7, Santa Vitória do Ameixial",1
"Av. Dr. Aresta Branco, 5, Costa de Caparica, 2825-296","Av. Dr. Aresta Branco, 17, Costa da Caparica, 2825-297",0
"Rua Cosme Delgado, 4, Évora, 7005-335","delgado cosme r, 4, Évora, 7005-335",1
"Rua Chãos, 351, Soalhães, 4630-703","r chãos, 351, Soalhães",1
"Rua Cerqueira Vasconcelos, 1, São João da Madeira, 3700-081","Rua Cerqueira Vasconcelos, 1, 3700-081",1
"Pátio Manuel Rodrigues, 4, Évora, 7000-721","Largo Doutor Manuel Alves Branco, 12, Évora, 7000-649",0
"Rua do Sete e Meio, 17A, Moura, 7860-102","r do ete  meio, 17A, Moura, 7860-102",1
"Rua Dom Diniz, Pó, 2540-491","Rua Sebastião Carvalho, Pó, 2540-484",0
"Rua da Vitória, 12, Charneca de Caparica, 2820-338","Rua de Oliveira Feijão, 1125, Charneca de Caparica, 2820-210",0
"Rua da Malagueirinha, 6, Évora, 7000-706","ra malagueirinha da, 6, Évora, 7000-706",1
"Rua Rodrigo Pedro, 21, Maia","Rua Engenheiro Duarte Pacheco, Maia, 4470-202",0
"Rua dos Bombeiros Voluntários, 2, Caneças, 1685-594","Rua República, 136B, Caneças, 1685-594",0
"Rua Abel Teixeira Pinto, 11, Santo António Cavaleiros, 2660-206","Rua José Afonso, 11, Santo António Cavaleiros, 2660-283",0
"Avenida Dom José Alves Correia da Silva, 58, Fátima, 2495-402","Av. de Dom José Alves Correia da Silva, 82, Fátima, 2495-402",0
"Rua dos Poejos, 1, Castro Verde, 7780-121","Rua de Alexandre Herculano, 31-33, Castro Verde, 7780-142",0
"Rua 25 de Abril, 33, Santa Vitória, 7800-732","Rua 25 de Abril, 33, Santa Vitória",1
"Rua 20, 1286, Espinho","r 20, 1286, Espinho",1
"Rua António Cunha, Sintra, 2710-531","Rua Sebastião Philippes Martins Estácio Veiga, 36, Sintra, 2735-584",0
"Av. Duque de Loulé, 110, Lisboa, 1050-093","Av Duque De Loule, 20, Lisboa, 1050-090",0
"Travessa Jacob Azambuja, 1, Setúbal, 2910-537","acob travesaj azambuja, 1, Setúbal, 2910-537",1
"Estrada de Santiago, Aveiro, 3810-168","Rua José Joaquim Lopes de Lima, 4, Aveiro, 3810-164",0
"Caminho Córrego, 13, Câmara de Lobos, 9325-331","Caminho Corrego, 4, Câmara de Lobos, 9325-331",0
"Rua das Escadinhas de São Miguel, 2, Alcácer do Sal, 7580-130","Largo Luís de Camões, Alcácer do Sal, 7580-117",0
"Estrada Regional 223, 28, Calheta, 9370-237","Estrada Regional 222, 351, Calheta, 9370-225",0
"Avenida Visconde de Alverca, 45, Condeixa-a-Nova, 3150-120","Avenida Visconde de Alverca, 1, Condeixa, 3150-120",0
"Rua Manuel Vaz Albino Rosa, 4, Azinhal, 8950-052","Rua Manuel Vaz Albino Rosa, 4, Azinhal",1
"Rua Alberto Nery Capucho, Marinha Grande, 2430-231","Rua Professor Alberto Nery Capucho, Marinha Grande, 2430-231",0
"Carreira de Cima, 9, Arraiolos, 7040-035","carreira dje cima, 9, Arraiolos, 7040-035",1
"Rua Doutor Graça, 19, Nisa, 6050-373","Rua Doutor Graça, 19, 6050-373",1
"Travessa Manuel Achadinha Piquita, 2, Calheta, 9370-243","Travessa Manuel Achadinha Piquita, 2, 9370-243",1
"Rua da Oliveira, 70, Lagos, 8600-700","Rua Doutor Faria e Silva, 13, Lagos",0
"Rua dos Bombeiros Voluntários, 1, Ponte de Sôr, 7400-253","Rua Alves Redol, 25, Ponte de Sôr, 7400-273",0
"Rua 5 de Outubro, 88, Odemira, 7630-145","Rua Fortunato Simões dos Santos, Odemira, 7830-147",0
"Rua Dionísio Saraiva, 19, Almeirim, 2080-104","Rua Dionísio Saraiva, 19, 2080-104",1
"Rua do Brasil, 2, Moura, 7860-158","Rua Engenheiro Armando Almeida Manso, 1, Moura, 7860-004",0
"Rua José Barão, 11, Vila Real de Santo António, 8900","josé r bazrão, 11, Vila Real de Santo António, 8900",1
"Rua Calouste Gulbenkian, Guimarães, 4810-257","Rua Paio Galvão, 83-84, Guimarães, 4810-426",0
"Rua do Outeirinho, 111, Ribeirão, 4760-718","Rua do Outeiro, 1, Ribeirão, 4760-719",0
"Praça do Império, 380, Porto, 4150-758","Praça Infante Dom Henrique, Porto, 4050-116",0
"Rua Diogo de Couto, 12, Évora, 7000-848","Rua de Diogo Cão, 13;17;17A, Évora, 7000-872",0
"Rua da Mouraria, 39A, Moura, 7860-101","dba r muraria, 39A, Moura, 7860-101",1
"Rua dos Caçadores, 1, Albergaria, 7580-003","ra cçadores dos, 1, Albergaria, 7580-003",1
"Rua de Macau, 78, Amadora, 2700-598","Rua Bernardino Machado, 4, Amadora, 2720-363",0
"Largo Catarina Eufémia, Murteiras, 7570-130","Largo Catarina Eufémia, Murteiras",1
"Rua das Trinas, 25, Lisbon, 1200-855","Torres de Lisboa, Rua Tomás da Fonseca. Torre E - 12º, Torre E, Lisbon, 1600-209",0
"Avenida Doutor Renato Araújo, 410, São João da Madeira, 3700-240","av doutor renato araújo, 410, São João da Madeira",1
"Praça Catarina Eufémia, 6, Santana do Campo, 7040-130","praça cataria eufémia, 6, Santana do Campo, 7040-130",1
"Curral da Lagem, 1, Urra-Santiago, 7300-610","Beco da Tapada das Freiras, 4, Urra-Santiago, 7300-570",0
"R Boavista, Penha Longa, 4625-298","r boavista, Penha Longa",1
"Beco dos Aciprestes, 6, Lisboa","beco os aciprestes, 6, Lisboa",1
"Viela Albino Sebolão, 9, Murtosa, 3870-123","Viela Fontes, 5, Murtosa, 3870-190",0
"Quinta da Fialha, Montemor-o-Novo, 7050-058","Quinta Nova da Fialha, Montemor-o-Novo, 7050-058",0
"Rua da Bica, 5, Vila Verde de Ficalho, 7830-636","Rua da Bica, 5, Vila Verde de Ficalho",1
"Estrada João Gonçalves Zarco, 248, Câmara de Lobos, 9300-165","estrada gonçalves goão zarco, 248, Câmara de Lobos, 9300-165",1
"Rua da Barroca, Couço, 2100-317","Rua da Barroca, Couço",1
"Rua Pedro Soares, 2, Aguiar, 7090-425","Rua Bento de Jesus Caraça, 35, Aguiar, 7090-411",0
"Rua Jose Geraldo Caravela, 14, Foros de Vale de Figueira, 7050-704","r jose geraldo caravela, 14, Foros de Vale de Figueira, 7050-704",1
"Rua de Arraiolos, 22, Igrejinha, 7040-222","arariolos de raua, 22, Igrejinha",1
"Rua da Estradinha, 100, Olhão, 8700-392","Rua General Humberto Delgado, 21, Olhão, 8700-473",0
"Rua Doutor Sampaio e Melo, Barreiro, 2830-281","Rua Berthelot, 3-A, Barreiro, 2830-137",0
"Praça Luís de Camões, 26, Vila Real, 5000-526","Largo do Conde de Amarante, Vila Real, 5000-529",0
"Rua Diogo Mendes, 45, Bairro de Santo António, 7005-480","Rua Diogo Mendes, 45, Bairro de Santo António",1
"Rua Professor Amadeu Santos, 259, Vila Nova de Gaia, 4405-594","Rua Professor Amadeu Santos, 259, 4405-594",1
"Rua da Bela Vista à Graça, 76, Lisboa, 1170-058","Rua da Belavista à Graça, 76, Lisboa",0
"Rua António Fernandes Piteira, 18, Redondo, 7170-071","Rua António Fernandes Piteira, 18, 7170-071",1
"Rua do Depósito da Água, 6, Casebres, 7580-551","Rua Principal, 20, Casebres, 7580-551",0
"R Soutelo, 2, Torrão Mcn, 4575-324","R S Clara Do Torrao, 429, Torrão Mcn, 4575-337",0
"Travessa da Padaria, 12, Brinches, 7830-138","Rua da Cruz, 20, Brinches, 7830-122",0
"Rua Marquês do Soveral, Lisboa, 1749-063","Largo do Carmo, 2, Lisboa",0
"Rua Rui do Vouga, 65, Bunheiro, 3870-018","Rua Rui do Vouga, 65, Bunheiro",1
"Rua Professor João Joaquim Nabo, 15, Alpalhão, 6050-049","r professro joão joauqim nabo, 15, Alpalhão, 6050-049",1
"Rua Vasco da Gama, 38, Coimbra, 3030-074","Rua Vasco da Gama, 38, 3030-074",1
"Rua das Figueiras, 123, Quelfes, 8700-206","rads figueiras, 123, Quelfes",1
"Rua Gonçalo Velho, 38, Montemor-o-Novo, 7050-246","Rua dos Defensores da Liberdade, 8, Montemor-o-Novo, 7050-230",0
"Rua dos Fundadores, 19, Évora, 7000-371","Rua dos Fundadores, 19, Évora",1
"Rua 15 de Agosto, 5, Alegrete, 7300-315","1 ruwa 5de agosto, 5, Alegrete",1
"Rua do Poço Entre Vinhas, 26, Évora, 7005-438","Rua do Poço Entre Vinhas, 26, 7005-438",1
"Rua João de Deus, 37, Peniche, 2520-450","joãod r e deus, 37, Peniche",1
"Rua das Mimosas, 2, Vila Real, 5000-061","Rua das Minas, 25, Vila Real, 5000-471",0
"Ramal da Fajã/Cabaços, 17, Praia do Norte, 9900-471","Ramal da Fajã, 40, Praia do Norte, 9900-471",0
"Rua Raúl Brandão, 104, Pinhal Novo, 2955-216","Rua do Vale do Alecrim, Pinhal Novo, 2955-208",0
"Rua João de Deus, 9, Funchal, 9054-527","Rua de João de Deus 1a, 1a, Funchal, 9050-027",0
"Avenida da Casa do Povo, A3, Alpiarça, 2090-025","Bairro da Junta, 7, Alpiarça, 2090-137",0
"Rua dos Eucaliptos, 129, Paços de Brandão, 4535-311","Rua 4 dos Eucaliptos, 158, Paços de Brandão, 4535-335",0
"Tv Quires, 63, Vila Boa De Quires, 4635-739","Tv Cruzinha;R Cruzinha, 337, Vila Boa De Quires, 4635-697",0
"Rua do Saco, 9, Santo Amador, 7875-261","Travessa do Lagar, 1, Santo Amador, 7875-268",0
"Beco dos Aciprestes, 7, Lisboa","Beco dos Arciprestes, 3, Lisboa, 1200-006",0
"Caminho Faias, 38, Calheta, 9370-725","Caminho Faias, 38, 9370-725",1
"Rua das Tílias, 53, Setúbal, 2910-143","ru das tílisas, 53, Setúbal, 2910-143",1
"Rua de Timor, 2, Pias, 7830-267","Rua de Timor Lorosae, 15, Pias, 7830-267",0
"Rua do Lagar, 3, Alcobertas, 2040-022","Rua do Olho de Água, Alcobertas, 2040-011",0
"Rua Fernando Namora, 1, Beirã, 7330-012","Rua Vivas, 10A, Beirã, 7330-012",0
"Largo Terreiro do Loureiro, 3, Estremoz, 7100-511","Largo Terreiro do Loureiro, 3, Estremoz",1
"Rua Dom Fernando I, 9, Rio Maior, 2040-265","domfeprnando r i, 9, Rio Maior, 2040-265",1
"Rua Capitães de Abril, 11, Charneca de Caparica e Sobreda","Rua do Bocage, 36, Charneca de Caparica e Sobreda",0
